top - 00:47:28 up 17:30,  2 users,  load average: 0.50, 0.25, 2.52
    941 root      20   0    6824   2432   2304 S   0.0   0.1   0:00.76 cron
    944 root      20   0   12020   3456   2432 S   0.0   0.2   0:02.94 sshd
    954 root      20   0    5720   1920   1792 S   0.0   0.1   0:00.02 agetty
    960 root      20   0    6104   1792   1664 S   0.0   0.1   0:00.03 agetty
   1376 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
   3685 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3687 root      20   0   20084   4864   3072 S   0.0   0.2   0:00.19 systemd
   3689 root      20   0   21152   2864   1152 S   0.0   0.1   0:00.00 (sd-pam)
   3694 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3855 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
  26008 root      20   0       0      0      0 I   0.0   0.0   0:03.00 kworker+
  26109 root      20   0    7472   2304   2048 S   0.0   0.1   0:00.00 bash
  26115 root      20   0    2800   1920   1792 S   0.0   0.1   0:00.03 sh
  26226 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
  26286 root      20   0    7968   4096   3200 S   0.0   0.2   0:00.38 bash
  26335 root      20   0  995540  23156   9088 S   0.0   1.1   0:02.15 node
  27117 root      20   0       0      0      0 I   0.0   0.0   0:02.95 kworker+
  27149 root      20   0 1001780  43128  18048 S   0.0   2.1   0:08.59 node
  42407 root      20   0       0      0      0 I   0.0   0.0   0:00.33 kworker+
  43331 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  51199 root      20   0       0      0      0 I   0.0   0.0   0:00.13 kworker+
  51203 root      20   0       0      0      0 I   0.0   0.0   0:00.09 kworker+
  51222 root      20   0       0      0      0 I   0.0   0.0   0:00.10 kworker+
  51243 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker+
  51290 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
  51309 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  52169 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  52175 root      20   0  474608  38144  33152 S   0.0   1.9   0:00.24 fwupd
  52183 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  52184 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  52187 root      20   0    5684   1920   1920 S   0.0   0.1   0:00.00 sleep
  52324 root      20   0    7836   2996   2176 S   0.0   0.1   0:00.00 bash
